timestep,remainder
704,-1.1997409085673834
705,-2.6271218609483453
706,-0.8640266228531228
707,-2.506883765709615
708,-0.11640757523407075
709,4.770497186670548
710,3.8847829009563917
711,4.794306710480148
712,5.195497186670703
713,5.971687662861179
714,1.5431162342897746
715,4.328830520004047
716,-1.43664567047216
717,-5.475931384757857
718,-2.0628361466626384
719,0.3502590914325978
720,1.2145448057183454
721,-0.014026622853123172
722,-0.09616947999597159
723,-1.8116456704721635
724,-5.623550432376868
725,-5.017598051424541
726,0.2431162342897668
727,-2.8711694799959666
728,-7.217598051424553
729,-6.614026622853143
730,-6.641631578255117
731,-3.326337460612857
732,1.573662539389007
733,0.7630743040964774
734,3.2218978335077164
735,-1.3181021664939347
736,1.7842507746835015
737,1.4618978335050485
738,4.057191951153458
739,3.9571919511526605
740,2.5077801864480893
741,3.3160154805661897
742,0.8901331276132414
743,1.5513095982123506
744,3.176015480565752
745,3.1677801864480877
746,2.891309598212972
747,2.127780186450078
748,3.865427245271338
749,4.504250774682438
750,4.90307430409505
751,-2.64869040179531
752,-4.549866872380997
753,-1.425160990011948
754,4.597191951159768
755,6.330133127623398
756,6.805427245278196
757,1.2030743040949474
758,-2.0875139312093403
759,1.2218978335046309
760,0.8383684217399452
761,0.9383684217316279
762,1.9171919511508566
763,3.19130959821155
764,0.44778018645731166
765,-0.4416315782585958
766,1.1212256511973226
767,2.9319399369116095
768,-0.8621076821359903
769,0.5188446988163626
770,1.8509875559592306
771,0.7724161273877908
772,-0.671631491659813
773,-0.15972672975505198
774,0.249797079768749
775,-1.3728219678502924
776,-0.8406791107074358
777,3.7819399369115967
778,5.921225651197322
779,8.493844698816384
780,8.186701841673504
781,3.197416127387802
782,4.01527327024491
783,3.3033685083401707
784,8.825987555959216
785,2.4140827940544636
786,0.6700351750068609
787,0.7057494607211421
788,1.9212256511973287
789,0.9521780321497033
790,3.8581304131020975
791,2.331939936911601
792,0.3807494607211428
793,-0.8192505392788778
794,0.9450351750068489
795,2.3307494607211225
796,-0.5240124440407907
797,-0.5799648249931568
798,0.040273270244970405
799,3.4164637464354612
800,2.8188446988163776
801,6.096225651197329
802,2.2831304131021035
803,-1.0871076821360113
804,-2.788298158326482
805,0.13074946072112859
806,0.34503517500688297
807,-0.5442505392788934
808,-1.593060063088398
809,0.3712256511973191
810,-1.396631491659825
811,-1.1287743488026702
812,-0.046631491659816504
813,3.9128923178639816
814,4.541463746435413
815,-0.7513933964217401
816,2.655749460721129
817,3.036701841673521
818,-0.2942505392788739
819,-0.35496482499314297
820,2.8355113654830255
821,2.906939936911609
822,5.94384469881636
823,5.291463746435401
824,3.2247970797687415
825,1.1236066035782706
826,3.086701841673518
827,3.189082794054471
828,0.40813041310206266
829,1.3390827940544714
830,3.5319399369116073
831,1.6712256511972967
832,3.1533685083401757
833,3.940273270244951
834,1.5521780321497296
835,0.28432088929258725
836,-0.13829815832647085
837,-0.41091720594554104
838,0.7545589845306537
839,-0.30020292023122863
840,1.6855113654830483
841,1.9128923178639994
842,-0.5894886345169787
843,1.312892317864005
844,-0.7252029202312649
845,-1.654964824993158
846,-0.5406791107074334
847,-1.0347267297550538
848,2.2724161273877925
849,0.26408279405444546
850,-0.9156791107074334
851,-1.228774348802684
852,-0.30258387261219255
853,0.21051136548305038
854,2.335511365483029
855,2.6426542226259073
856,-0.7204410154693406
857,0.680749460721124
858,-1.9049648249931224
859,-1.1787743488026727
860,-0.545441015469347
861,-0.6454410154693271
862,-0.6371076821360191
863,-0.7597267297550481
864,-0.16210768213601057
865,-0.09782196785031516
866,1.0759875559592302
867,0.230749460721146
868,1.861701841673522
869,-0.706155301183621
870,-0.8121076821360127
871,-1.9585362535645636
872,-2.5490124440407804
873,0.28074946072112894
874,-1.7966314916598058
875,-1.6752029202312393
876,-1.9049648249931401
877,-0.9025838726122082
878,-0.6978219678502988
879,0.9902732702449377
880,-0.9787743488026877
881,-1.9859172059455155
882,1.0176542226259073
883,-2.5609172059455254
884,-1.8430600630883625
885,-2.826393396421743
886,-2.270441015469352
887,-1.1906791107074248
888,-1.0954410154693335
889,-2.152583872612187
890,-1.6597267297550609
891,-1.4287743488026692
892,-1.4835362535645835
893,-1.258536253564575
894,0.23074946072113178
895,0.5676542226258583
896,-2.3787743488026543
897,-0.940679110707439
898,-1.3359172059455169
899,-3.434726729755024
900,-1.6775838726122032
901,-2.2716314916598
902,1.0628923178639873
903,-0.38234577737410547
904,-0.7823457773740969
905,-2.2525838726121954
906,-2.0025838726122096
907,-1.4466314916598257
908,-1.3513933964217308
909,-0.9418695868979015
910,-0.9287743488026905
911,-1.2621076821359836
912,-0.6466314916597966
913,0.9807494607211069
914,1.2664637464354342
915,1.2486066035782741
916,0.2902732702449349
917,0.38432088929254604
918,-1.454964824993155
919,-1.1561553011836168
920,-2.1966314916598186
921,-2.50139339642174
922,-0.6490124440407534
923,-0.13472672975506228
924,-0.046631491659805846
925,0.7450351750068442
926,0.7926542226258881
927,0.6736066035782855
928,2.070035175006854
929,0.7664637464354236
930,0.9378923178639837
931,-1.4442505392788583
932,-1.6740124440407698
933,-0.9025838726121975
934,-0.9442505392788796
935,-1.752583872612199
936,-1.619250539278866
937,-0.7704410154693591
938,-0.47996482499316073
939,-0.49067911070742554
940,3.5045589845306573
941,0.8878923178640115
942,-0.8597267297550637
943,-0.9204410154693257
944,-1.0847267297550687
945,-1.8930600630884022
946,-1.2775838726121869
947,-1.6406791107074454
948,-1.9573457773741012
949,-0.7823457773741218
950,-1.7371076821359956
951,-0.9216314916598307
952,-1.0752029202312343
953,-1.7240124440407847
954,-1.2763933964217173
955,-0.7216314916598243
956,0.5950351750068599
957,0.14265422262591088
958,0.6390827940544597
959,-2.9406791107074177
960,-3.9513933964217323
961,-2.947821967850281
962,-3.1656791107074405
963,-1.3109172059455467
964,3.392654222625911
965,2.3021780321496905
966,1.656939936911602
967,1.1057494607211424
968,2.9557494607211403
969,0.4795589845306729
970,1.1164637464354215
971,0.5521780321497083
972,0.5533685083401885
973,0.5676542226258938
974,0.3902732702449505
975,-0.010917205945531805
976,-2.316869586897905
977,-0.9692505392788462
978,0.5140827940544703
979,-1.537107682136
980,-4.834726729755053
981,-5.850202920231235
982,-5.647821967850291
983,-3.0537743488026834
984,-1.7371076821360134
985,-1.9037743488026564
986,-1.5621076821360056
987,1.4128923178639994
988,1.4795589845306552
989,-0.6502029202312265
990,-4.878774348802665
991,-3.6835362535645686
992,-2.870441015469341
993,0.15574946072115026
994,0.42598755595924587
995,-0.2406791107074291
996,3.6069399369116155
997,3.230749460721153
998,3.371225651197328
999,-0.7263933964217237
1000,-0.3811553011836146
1001,0.9462256511973273
1002,-1.3454410154693406
1003,-2.520441015469327
1004,-1.29663149165982
1005,1.3283685083401977
1006,0.32598755595924445
1007,-1.9966314916598265
1008,-2.9966314916598034
1009,-0.7049648249931479
1010,0.4105113654830461
1011,3.6188446988163747
1012,2.9652732702449605
1013,1.795035175006845
1014,0.9676542226259013
1015,0.8569399369116208
1016,2.372416127387794
1017,0.6212256511973315
1018,-0.8597267297550459
1019,-0.6930600630883781
1020,1.295035175006845
1021,-1.5049648249931487
1022,-1.9799648249931305
1023,3.4926542226259123
1024,5.177178032149712
1025,1.7331304131021028
1026,2.753368508340195
1027,3.1045589845306694
1028,0.17598755595924231
1029,-1.325202920231245
1030,-0.6728219678502967
1031,3.4640827940544874
1032,3.683130413102088
1033,1.2355113654830632
1034,-2.0049648249931273
1035,-3.070441015469333
1036,-2.2085362535645725
1037,0.2890827940544689
1038,0.6093208892925599
1039,-1.2335362535645729
1040,-2.995441015469341
1041,-5.924012444040762
1042,-6.385917205945517
1043,-3.9978219678502853
1044,-4.0954410154693255
1045,-1.9966314916598087
1046,3.73789231786399
1047,6.006939936911628
1048,1.3331304131021078
1049,1.3057494607211382
1050,1.8712256511973404
1051,0.4712256511973312
1052,3.3831304131020943
1053,1.4093208892925748
1054,1.3569399369116137
1055,1.164082794054476
1056,0.8807494607211375
1057,-1.4775838726121933
1058,-1.5978219678502867
1059,-2.8025838726121846
1060,-2.7359172059455172
1061,-1.2466314916598034
1062,-2.350202920231233
1063,1.0069399369116248
1064,-5.629964824993129
1065,-6.265679110707415
1066,-6.618060063088388
1067,-6.6716314916598005
1068,-6.22877434880265
1069,-4.7299648249931305
1070,-3.057345777374092
1071,2.7057494607211297
1072,4.562892317864639
1073,0.3533685083401821
1074,-5.8597267297552
1075,-4.845441015469356
1076,-6.8359172059456
1077,-3.534726729755045
1078,-3.7585362535645688
1079,-3.887107682135974
1080,-3.6013933964216998
1081,-4.066869586897907
1082,-2.9061553011836043
1083,-2.8930600630883863
1084,-2.5799648249931497
1085,-1.6156791107074007
1086,-0.6442505392788718
1087,-2.7263933964217193
1088,-1.9418695868979103
1089,-1.9537743488026162
1090,0.6521780321497115
1091,0.012892317864020342
1092,2.098606603578286
1093,2.7521780321497005
1094,5.45574946072111
1095,9.228144505319136
1096,5.543438622961395
1097,3.5434386229632615
1098,0.23285038767073019
1099,2.1916739170819692
1100,6.151673917080318
1101,3.8540268582577575
1102,3.1316739170793007
1103,2.0269680347277106
1104,1.3269680347269137
1105,1.3775562700223407
1106,-2.4142084358595586
1107,-3.840090788812506
1108,-0.07891431821339623
1109,4.145791564140005
1110,4.037556270022341
1111,0.6610856817872257
1112,-1.902443729975671
1113,-1.3647966711544086
1114,0.5740268582566923
1115,3.472850387669302
1116,0.721085681778943
1117,0.21990921119325613
1118,3.0446150935623066
1119,1.36696803473402
1120,1.9999092111976502
1121,-1.0247966711475502
1122,-1.2271496123308
1123,0.18226215236491328
1124,1.7916739170788833
1125,7.108144505314197
1126,9.308144505305883
1127,6.5869680347251105
1128,5.861085681785802
1129,2.817556270031563
1130,-1.1718554946843405
1131,-0.7089982652284252
1132,-1.2982839795141388
1133,1.8076684014382618
1134,1.388620782390614
1135,3.920763639533483
1136,3.5421922109620443
1137,2.0981445919144406
1138,2.210049353819201
1139,-1.6804268366569985
1140,2.19695411572396
1141,-1.0709030271331823
1142,-1.8482839795141501
1143,-1.4089982652284245
1144,0.06362078239063607
1145,0.8564779252477539
1146,-1.5328077890379461
1147,-1.7149506461808386
1148,-0.9268554080855775
1149,-0.3042363604665326
1150,-2.2161411223712832
1151,-1.0601887414188855
1152,-0.7244744557046054
1153,1.9910017347715812
1154,-0.1780458842760435
1155,1.5279064966763496
1156,3.7017160204858524
1157,4.950525544295397
1158,3.5505255442953736
1159,2.6148112585811027
1160,2.100525544295376
1161,-0.054236360466536127
1162,0.9898112585810956
1163,-1.2899506461807757
1164,-1.5137601699902845
1165,-1.2113792176093696
1166,1.1660017347715819
1167,0.8529064966763542
1168,1.8826684014382415
1169,1.4814779252477717
1170,-1.799474455704619
1171,-2.485188741418863
1172,-1.9744744557046392
1173,-2.5232839795141455
1174,-3.2589982652284277
1175,-3.426855408085572
1176,-3.558998265228416
1177,0.9231445919144363
1178,1.3826684014382344
1179,0.011239830009666107
1180,-0.48161731284748477
1181,0.4255255442953825
1182,1.406477925247776
1183,0.07552554429537928
1184,0.41481125858111056
1185,-0.4947125509427206
1186,1.376716020485862
1187,-0.18637921760938703
1188,1.5612398300096544
1189,1.6945731633429943
1190,0.9933826871525238
1191,1.056477925247771
1192,1.1588588776287239
1193,3.277906496676316
1194,0.7088588776287228
1195,-1.2982839795141388
1196,-1.0589982652284515
1197,-1.9768554080855711
1198,-1.4899506461807963
1199,-1.7780458842760183
1200,-3.0459030271331606
1201,0.13147792524778268
1202,-3.241141122371289
1203,-4.075664931895094
1204,-4.1304268366569765
1205,-3.1447125509426996
1206,-2.4173315985617485
1207,-3.619712550942726
1208,-2.3173315985617418
1209,1.3445731633429858
1210,1.3148112585810985
1211,-0.17090302713318195
1212,-2.2649506461808
1213,-0.8578077890379561
1214,3.8338588776286997
1215,-0.0459030271331784
1216,-1.2589982652284313
1217,0.467192210962061
1218,-1.9197125509426982
1219,-0.6947125509427217
1220,-0.18756969379984056
1221,0.7493350681049122
1222,-3.0494744557046225
1223,-2.035188741418871
